,engine_speed,engine_load,intake_valve_opening,air_fuel_ratio,specific_fuel_consumption,temperature_exhaust_manifold,temperature_in_catalyst,engine_roughness_v,engine_roughness_s,HC,NOx
49,-0.726604297545639,-0.583211610033455,1.14998879686993,-0.00651985707742857,0.260461207534273,-1.00039042270928,-0.975396465984902,-0.551553274715519,-0.663492228585834,1.83493137337361,0.39964759320799
50,-0.726373526690727,0.0481505288831507,1.14852368356308,-0.457851137198891,-0.373452851760142,-0.646300256876033,-0.671074157495993,-1.37911465702226,-1.02772496559284,1.91545175019743,0.551397558770405
51,-0.726348454190255,0.704279107886037,1.15693314322914,-1.39855140387486,-0.553916512339305,-0.201666155466011,-0.249843013698055,-0.554702502614508,-0.221681819432492,1.79511864846043,-0.0412561979479864
52,-0.726192332131124,1.03024675546997,1.1518385102016,-0.71924313811313,-0.824783409633223,-0.0378026143515604,-0.0148194210732781,-0.818938453266764,-0.337246572334632,1.91360500272613,0.328490317678734
53,-0.726222794971932,1.16113810783934,1.14967928303168,-0.671954594397898,-0.792646277784897,0.139349371663984,0.170725833882522,-0.569040254873399,-0.0820686559529094,2.27157875718665,0.33839044171505
54,-0.726325607059659,1.14650207099329,1.15328571498267,-0.582010088032456,-0.760353314654492,0.188503319123444,0.221963811554041,-0.105212179519467,0.325138171310514,2.22319654472746,0.308329568535435
58,-0.557676248620048,-1.248060052781,1.1442256216323,-0.850187731458095,1.3142013719338,-1.24286697771644,-1.27897038516163,0.163591692832575,-0.550777808635037,2.0508758096458,-0.247664670100901
59,-0.557649049655043,-0.619695439363466,1.14888097821425,-0.701326966392249,0.288567852910946,-0.745448961939016,-0.789263485004131,-0.642769196088973,-0.725633797067404,1.81234599316015,0.261815233916562
60,-0.557462464755104,0.0270088994301415,1.15042464447697,-1.10000261112884,-0.359726172887756,-0.360735353872988,-0.44810769689563,-1.36051026666396,-1.01599378768925,1.77001345370758,0.300219460908965
61,-0.557622394669341,0.695711647552621,1.14805810002562,-0.693347892875577,-0.727862039764829,0.096868630945982,0.0796652080991506,-0.719623009057828,-0.353310149226406,1.70057306912757,0.429185197642698
62,-0.557576700408124,1.02828117837658,1.14947380087222,-0.973668189622936,-0.937942812821327,0.23349034852565,0.190403432489709,-0.994803727984776,-0.484478860919453,2.24578704781671,0.459176764466743
67,-0.353901800602482,-1.84994281454499,1.14229011867366,1.95296689408188,2.67098992987163,-1.48562133021308,-1.7668373910079,-0.472651502033073,-1.08769929529398,1.83717349356319,0.261253675049307
68,-0.353997343148653,-1.23821226629271,1.14607186376008,0.391290889604117,1.10681262108596,-0.850034513276457,-0.936180026942867,-1.11387331034765,-1.16679632101657,1.3993903829605,0.388975391486843
69,-0.353936417467038,-0.593175061550089,1.14306399661666,0.381174842808455,0.0742853053592819,-0.358682584093546,-0.43685314662552,-1.00239556300947,-0.931444757615652,1.09458927168474,0.75586869603131
70,-0.353955456742541,0.0457504489340883,1.1437289366946,-0.868892321236272,-0.466194211317468,-0.014666330375678,-0.0802059762272363,-1.31633063023426,-0.978355760704375,1.33426631680145,0.550364555212732
71,-0.353944033177237,0.698459603194007,1.14515761413613,-0.804988931889345,-0.913001655768446,0.274566203613873,0.258508348595145,-1.35476890246758,-0.866905355554654,2.05881232647869,0.757534248587552
77,-0.00423062071049865,-1.74100720478211,1.14146635453919,-0.146435557700167,2.43396133460852,-0.795939596696714,-0.929969182534553,-0.0811904732684899,-0.88630743272723,0.937237087137685,-0.638422273959575
78,-0.00384511247102639,-1.09806128940267,1.13844670279606,-0.19658505248013,0.900079650157368,-0.307532994028468,-0.301405334005697,0.195904957217775,-0.462285701045372,0.861681638996857,0.0356340042643393
79,-0.00380033308408699,-0.454750838887083,1.13889007911411,0.116446088165417,-0.0440105694491976,0.0677581731269436,0.210098895462402,-0.687111219023003,-0.696507203928436,0.948562681869834,0.610730824993045
80,-0.00402118867993887,0.206346758079099,1.14138830356462,-0.983336881140351,-0.599177862575458,0.379567764773728,0.504426226785626,-1.06344378110762,-0.752904583249857,1.7023519384944,0.514679251699364
81,-0.00392980015751627,0.86277653404288,1.14015702928938,-0.61083874131822,-1.01326007549791,0.641909696635955,0.859459649499677,-1.02325219746921,-0.546994495985608,2.31924790473975,0.817715326265887
87,0.0659195651595143,-1.71626866886804,1.14111176515998,0.495839707810895,2.40677951563106,-0.688891354894166,-0.843200741236704,0.00897594336424843,-0.844640487108659,0.848914742858754,-0.396865079548733
88,0.0660433451766297,-1.05901686756709,1.14029730502409,0.98969739107293,0.781010117056109,-0.224771750192702,-0.32381041908441,-0.45850026580244,-0.785945419446292,0.843298371554715,0.577996330977071
89,0.0660128823358218,-0.427874759488236,1.14244834072374,0.922756685382503,-0.131608978755016,0.166543456366673,0.131495687226693,-0.569047533431805,-0.615827145118402,0.755341056806452,0.863348790933173
90,0.0660357294664304,0.244646333078052,1.14080411558636,0.271285411179919,-0.690478718592532,0.474540761280218,0.638790074560673,-0.997076579156271,-0.700400746500215,1.2590834839882,1.00133518009481
91,0.0661347336990523,0.896109239472882,1.14020267970401,-0.720458414306481,-1.0519692713279,0.68730250611083,0.912397719288724,-1.1404511343329,-0.638798120660423,2.41788981438429,0.865718511784699
96,0.171109683120698,-1.72035132923824,1.14436809112909,1.16757148825692,2.32302622314771,-0.584831661406008,-0.823875693176102,0.169002469414366,-0.781535711105433,0.346060765191993,-0.0778251992049715
97,0.171277228745134,-1.0594456850003,1.13771983877954,2.12551281321128,0.699424008486424,-0.106914803537028,-0.303980973370396,-0.296896691739462,-0.70571336626954,0.397515225384916,0.949030914370239
98,0.171222954446776,-0.390249216228329,1.13493531426686,1.81897087320182,-0.217962109145616,0.249993016220076,0.140567362834801,-0.732681065561666,-0.712839586604418,0.564466940324855,1.4724971986365
99,0.171257002605696,0.251102085226067,1.14170921151472,0.833774938271242,-0.738395691632795,0.573820194573531,0.629386864169304,-0.817079364145386,-0.564396892252693,0.836166688066742,1.28660988139732
100,0.171151075000173,0.896418463664554,1.13603465284713,-0.0381660579654184,-1.12283738382816,0.792294368936525,1.06269244367902,-0.946226381234056,-0.469609060120284,1.95048534919268,1.16802102859272
105,0.491399799222784,-1.81958686643608,1.13956740935106,0.133118255669444,2.58406039457555,-0.210286424573009,-0.458638740362666,0.146978652793877,-0.824683769808487,0.459472221349268,-0.451878488796776
106,0.491434069918685,-1.15303142473034,1.1386653707021,2.39349193735925,0.85073726889622,0.223884613527844,-0.177566768246464,-0.551687145170779,-0.867604459762269,-0.0580801490406834,1.04640874334822
108,0.49151022702071,0.168480043441259,1.14065349176141,0.833585141246689,-0.736625001024645,0.888927463400521,0.776872687755653,-0.938802966185362,-0.671870596623595,0.793273834072399,1.52810900433471
116,1.04489819312445,-1.14226268734618,1.15005380070256,1.66733885373155,1.03333913072004,0.766538737613819,0.46118850746748,-0.421122348888036,-0.788950187506653,-0.36222508888686,1.09236604958996
117,1.04503908376318,-0.480422313797765,1.14673805740304,1.30296769572197,0.0460089451172093,1.12401393206166,0.900005804414591,-0.724112087949017,-0.727329385630649,-0.0496788790032844,1.55552443845366
118,1.04537798286716,0.179537106307212,1.14604578535617,-0.70068682226833,-0.438096131866552,1.45882341102126,1.44520242056829,-0.884252074557396,-0.625717938156806,0.800871009641227,1.0886248863509
119,1.04580827049356,0.839258311555954,1.14504506293825,-0.575504087292453,-0.96571049455455,1.71233365894869,1.70954143699188,-0.832337103524579,-0.379311810510056,1.41071218479416,1.3980192753993
125,1.30809476397086,-1.60182451782735,1.14044712157127,0.15169820929037,2.56406041643362,0.848771953653386,0.742334489097922,0.648647977294425,-0.531040069294939,-0.361735952763776,0.0535876736591034
126,1.30832560900477,-0.925200013054933,1.13752140258984,0.259080765481999,0.984966776093662,1.23302214519966,1.17302987986938,0.0119954729513365,-0.490026591083104,-0.293452254431734,0.701990758370059
127,1.30800574917629,-0.238592668604866,1.13659214880441,-0.590788048221587,0.121852038772898,1.54026926846624,1.50872214952664,-0.260990331367965,-0.357128968093758,-0.0417403425751599,0.85661585055928
128,1.30823802833745,0.428862433984416,1.13808850240708,-0.860636539158838,-0.492674783903844,1.74998254787689,1.71378720119432,-0.690960475304387,-0.416128213339524,0.589925170182867,1.16757823475177
136,1.65820656709597,-1.4353484501921,1.14184578755991,0.423110543268904,2.4393292669402,1.21531444841457,1.19510428084891,0.489977582284802,-0.526555038375927,-0.57051210654106,0.651943080606196
137,1.65681600764685,-0.725173864470906,1.14121026712996,1.12512328577494,0.922332070893553,1.50748061777622,1.45147329620486,-0.0338890042411453,-0.446881048086842,-0.588589528445589,1.56029749229385
138,1.65744880393088,-0.0253644105698988,1.13526655452218,-1.39774191636241,0.14854738514642,1.80366827446737,1.66707188539059,-0.733583209428136,-0.608038713601792,0.351086355620656,1.21010964546336
147,2.00758108045874,-1.25083431543606,1.10765085046821,0.000872673070647568,2.36849313177384,0.744326541030333,0.995205008207352,0.205952351105601,-0.57655714569702,-0.113126484053291,0.829030727708332
148,2.00767093594858,-0.506524667032064,1.10569603887936,-0.473931779108649,0.981594087231627,1.15643267323,1.40618834766671,-0.262971313559273,-0.500330249636685,-0.0779739752290793,1.29903034514037
156,2.32789008747833,-1.21497615716239,1.11072062640735,1.23431907642603,2.50157618244277,1.09685527506367,0.995355153946028,0.72083879296998,-0.331511766258112,-0.920479840536345,1.21569002967648
157,2.32766938024048,-0.466838281637879,1.11271877339923,-0.261515330629912,1.0497938409601,1.48888182564875,1.63950716941157,-0.176680885731448,-0.436908639924802,-0.317999893114344,1.48656307350026
158,2.32784468993311,0.242620902679837,1.11167328251105,-1.46211117617802,0.307626000602219,1.77644279196139,1.81578211402849,-0.235943569594452,-0.182668284406615,-0.087677268486357,1.29057679483256
166,2.73579528995504,-0.456258151922023,1.13133397127399,-1.44483683353446,1.37802601905177,1.76644221519475,1.76915780208672,0.227359860458822,-0.197235050728082,-0.681310255675388,1.01220378332238
191,-1.51855392495515,0.25567962662058,-1.41813266904859,0.703366644710268,0.836724587621864,-1.9492785003213,-1.99466226338404,0.749060859477687,0.510960259351889,0.541008304924774,-2.24603411951916
195,-1.51865089835542,0.954567994213436,-0.831283116281212,-0.771351709226187,0.871149122109233,-1.52240772371637,-1.5203777905557,-0.17369187750264,0.093516874971621,1.42614777163721,-1.32724293780504
198,-1.40217578289545,0.891126002240362,0.963520615185507,-1.18970995772149,0.204140020051356,-1.54392982601782,-1.33873621743756,-0.877428141577624,-0.463659559446228,1.3217082510229,-0.998788497603376
202,-1.40211921961094,0.200579475821093,0.0247895233559933,-0.787855207616521,0.774018091750986,-1.76489480384746,-1.65062722635626,-0.220122877320881,-0.208843149130994,0.690806105105606,-1.68687981813075
207,-1.40177418357544,0.526682985932163,-0.9166475110436,-1.06688044336993,0.595879825022744,-1.61485804407551,-1.54306640195322,0.319890038644479,0.331507937384442,0.0507654307081262,-2.1231570215619
212,-1.28574026173465,0.627189954243183,-0.531217904101314,-0.404494204478941,0.197815658275922,-1.22914691953971,-1.00631931271072,0.205455425785732,0.296441275418843,-0.652828018816364,-1.90540066490147
219,-1.16922810820088,-0.336289259174648,0.32574863156459,0.333082883886584,0.288450826967607,-1.75013301141044,-1.63839828935166,-1.12306113834624,-0.953293848392668,0.61793331810655,-0.484657148438324
222,-1.16894273555298,-1.09426770153732,-0.536069089380937,-0.590890967847627,1.1947088575934,-2.00405403714117,-2.01123904290751,-1.13232431964837,-1.14018039173316,1.9908491101306,-2.01808764843733
225,-1.16900403057379,-0.188531058422768,-0.770703063097859,-0.130161456035627,0.192774820003505,-1.45422904121304,-1.3372810963246,0.435401873213215,0.119355694967165,0.382911946410399,-1.96427770421148
228,-1.02340540451253,-0.876445643921429,-0.699488294134188,0.259846049384116,0.482522630840439,-1.88984354933393,-1.81651945343412,-0.914006201455727,-0.957671253395416,1.25272982674276,-1.37444192449263
231,-1.02332621591422,1.10952570655541,0.710606142241272,-0.835059384324083,-0.48353338806893,-0.458033648637191,-0.320433302428128,-0.529254650632366,-0.0850703570931037,0.772038721398284,-0.419337037561086
232,-1.02361468866522,-0.961865417599209,0.71001882938912,1.30196338952662,0.823575892123166,-1.51477950859141,-1.70478357071544,-1.13947368989358,-1.11939563845389,1.75963081771593,0.0704735459915115
234,-0.790670114073737,0.0473842620160071,0.777481544050265,0.431521858169311,-0.409343586637358,-0.713680159641231,-0.744617458205086,-1.30058669962926,-0.972906139307196,1.1790807242197,0.580698604471377
235,-0.790687083059094,-0.209026423618873,0.77741552887995,0.506294332697267,-0.172961383367314,-0.826198865342385,-0.894397675278833,-1.26224162483365,-1.00671958122266,1.36454439900967,0.615791747791677
237,-0.790604141704405,-0.664927034261463,-0.711842849416248,0.819183626256299,0.138350335872736,-0.831128099663872,-0.892418715668353,-0.924561164563473,-0.90544356885716,0.755863783857331,-0.596583045647521
238,-0.790760615328948,-0.996690406412584,-0.711215810971077,0.226275531876976,0.615917243575055,-1.16043726604028,-1.23458974157232,-0.65136919009101,-0.854366472206398,1.04732703216786,-1.2272330686413
239,-0.790687083059094,-1.36328803374912,-0.711587281848651,-0.738836884444085,1.20634560279098,-1.47375125991132,-1.63724846427488,-0.438993785445193,-0.87039558913739,1.34640256071989,-2.00461662360632
242,-0.790744190221334,1.40588820373139,-1.33844178937968,-0.285721070877272,-0.19788688849246,0.445825001304979,0.483688389537049,1.86291120135923,2.10520369806949,0.78833343797784,-0.585028313983321
243,-0.557329596490698,0.861567220493744,-1.58496320025384,-0.429119029679151,-0.899615786024775,0.243564599439949,0.153024502389724,-0.207882239726016,0.145477633196658,0.280518854192541,-0.0554660024254281
246,-0.557510599001131,1.40234255361077,0.138755846421889,-0.377814110803126,-0.815197084269859,0.632193288326333,0.632674130980771,0.309416027849811,0.799238509408369,0.400964884925301,0.244229639583923
247,-0.557454035716623,-1.58153833611745,0.138435379602198,-0.391854694562428,1.77341357102395,-0.970653757207499,-1.28991810971714,-0.424275240645065,-0.954469829904066,2.36807539611058,-0.961017537593551
248,-0.557440166834362,-1.93164268714097,0.139963487250781,0.831545984257311,2.49017069149631,-1.45498653450806,-1.60802156764619,-0.295314400974773,-1.03744135183156,2.42376278938199,-0.835739848711795
249,-0.557420097745921,0.799240734260003,1.16099784080104,-0.100316486064561,-0.934574440125899,0.160059450336263,0.130247436366874,-1.09173257239274,-0.630318326581252,1.19393224152775,0.701416942022909
250,-0.557567162285639,-0.302377729462856,1.16184108475179,1.29188428296534,-0.336091462886846,-0.365097067552967,-0.664804849768531,-1.29095742614693,-1.04581089700578,1.30197195924369,1.30208733282332
251,-0.557300118317432,-0.60813208642298,1.1559995253349,1.85610167867318,-0.0455120201286784,-0.571669088329321,-0.895874697416822,-1.1539828027579,-1.03509518674713,1.10737192293945,1.27597306705108
252,-0.382726840991131,1.17782113109154,1.15631385939762,0.305022631759085,-1.12251075867539,0.57095185731546,0.54921625640278,-0.742150355846359,-0.220552523142751,2.34365163210287,1.02334993352489
253,-0.383146986541931,0.0697386074261242,1.15506014388481,2.00516437610853,-0.679110873821758,0.121251665670384,-0.257972302011928,-1.13152085711856,-0.85324015777727,0.937485157283547,1.6621484003035
254,-0.382928510855517,-0.598761077629706,1.15157234072428,0.983640886285766,-0.0768412542257747,-0.191372338648125,-0.460714470845306,-1.2864041245672,-1.10747918285258,1.22749122939267,1.07768730594722
255,-0.383035491606121,-0.913651908835425,1.15029307854116,1.64175015651694,0.272078660423134,-0.439626654105906,-0.764723194542932,-1.12826710768745,-1.09304701814172,1.07968373319219,1.11620652508749
256,-0.383086398562181,-1.53916162848862,1.15606301366847,0.899910387207064,1.54854069684733,-0.830539755357063,-1.13244676297083,-0.722021537395906,-1.07518619498543,1.41678951281755,0.0406604731360437
259,-0.383125992861332,0.338539458095175,1.15392522373585,0.543079708825998,-0.789861087621843,0.121812005177823,0.000692369375171325,-1.07237741194203,-0.732051145337533,0.954341659765683,1.12856649490667
260,-0.383040549669058,-1.2534038648971,1.15197532345357,0.267168355186102,0.973830177761481,-0.580573396929675,-0.745274488955752,-0.69882127962102,-0.968887329100019,1.45620727213948,0.13510255669801
261,-0.38301814190635,-1.56290357091658,1.15410995876421,-0.185338438031234,1.66380039294841,-0.861969614748364,-1.02241005958375,-0.978726696900473,-1.19087450715191,1.6939349133404,-0.447827637422444
263,-0.383046151609738,1.00567883606577,-0.339382056915703,-0.242045007556133,-1.02946531544855,0.489624166594943,0.440214854868435,-0.654500159572596,-0.192855098526278,0.193590259754109,0.435567008493509
264,-0.383079763253806,0.142647110751448,-0.339843943571867,-0.120292287806033,-0.677855449562753,0.157390617308103,0.0157029066626045,-1.02407829931268,-0.743553473816561,0.563757708576501,0.383879603664112
265,-0.383210837788094,-0.215340574495828,-0.339837676483373,0.172871412405838,-0.415749198655256,-0.0347994048147236,-0.191320508563083,-1.16415118610319,-0.934409059322833,0.629585852044408,0.351628178944914
266,-0.38318255614584,-1.93820333815773,-0.340424194224521,-0.535805998435833,2.69712802640792,-1.09396137274676,-1.39838559402983,-0.077776531312259,-0.960881676671682,2.15382704684152,-1.85204162050784
268,-0.0913082850179829,1.58629091671029,-1.45459289371189,-1.33165621893692,-1.01122119672623,1.16699373374333,1.11311508825844,0.598832911148455,1.20642415095072,1.25895091489379,0.0163104089896962
269,-0.0913669150378919,0.44618947765357,-1.45244871978634,-0.661975567383755,-0.916207068032268,0.65738767214544,0.5201023520527,-0.24861720226685,-0.0369902561268664,0.0146282410215414,-0.184421588126925
270,-0.0912594447973244,-1.0474775567892,-1.45173528946507,-1.21193475868751,0.447541513257568,-0.116187293677885,-0.44959916906838,-0.0582505992477571,-0.53875901469522,0.530256470352098,-1.73094310560055
271,-0.0912877264395785,-1.41194464228533,-1.45367304364655,-0.13536870934205,0.879863472783357,-0.42024713812442,-0.700301690914042,0.186750528155351,-0.584593919317886,0.476095758712431,-1.7860978686879
275,-0.091347498602731,0.263245042591199,-0.197339228148556,1.79368753602295,-0.896395127934322,0.316183284595739,0.116355637458563,-1.011521443944,-0.709131250776874,-0.0363589490969557,1.59566142026308
276,-0.0912074500857898,-0.0523665545781044,-0.198389314192945,1.94738293159207,-0.625489750333335,0.26509011102132,0.0085763131204552,-0.758513862268162,-0.625152108699039,-0.200353301150678,1.22054992900956
277,-0.0913273207387294,-0.390329480273079,-0.198790284242948,1.91911223615225,-0.337098234622713,0.0962225345195806,-0.18696411826551,-1.01361146202403,-0.892558559479577,-0.0754555640764653,1.15799522560405
278,-0.091252265611218,-0.733743313200355,-0.197426796573167,1.52239990991933,0.0480523822599711,-0.0628593371135825,-0.339404693248617,-1.00262758931066,-0.977416069988958,0.0403596064112399,0.816454868191036
279,-0.0912877264395785,-1.08384145953789,-0.199076464037353,0.79917849456157,0.553633873562306,-0.167345974130835,-0.415349538140039,-0.583514059641984,-0.855091454880527,0.0480554231872091,0.0512289436704448
280,-0.0913725713663406,-1.42104667737636,-0.198336649802518,-0.156685949796899,1.26643928818306,-0.358091873982028,-0.58889309030908,-0.650426286823404,-1.00011348909718,0.500868945967143,-0.530627319031288
282,-0.0907985084163498,1.42398209320667,0.585845121125338,0.641003449855781,-1.30005534397289,0.926562351998152,0.945721173810517,-0.844938198567027,-0.239504070232563,1.40681924866116,1.34485420699995
283,-0.0913194888993426,-0.0602683504807541,0.585987202683585,1.75022770099286,-0.574438531639919,0.402833494428914,0.0913578074984971,-1.13044117342269,-0.883266911342072,0.189572705025321,1.43073775411977
284,-0.0912368194835188,-0.731607673377223,0.587875286734793,0.340421105934306,0.213698031172018,0.124111613190268,-0.00737911518632532,-0.974760975330514,-0.961463412769168,0.392998251589347,0.346236818156603
285,-0.0913725713663406,-1.06238202461989,0.585909500568658,-0.32423137256926,0.644024890600055,-0.0443321411129758,-0.229811538776056,-1.00093397068076,-1.06237975103796,0.576264622983963,-0.0638586210156752
286,-0.091349946052535,-1.6991321844722,0.586075533614546,-0.153080392028765,2.02867662627648,-0.432434047547168,-0.740557390902375,-0.731601575425944,-1.12911465618567,0.738290394890191,-0.761764423233787
290,0.258196793837953,1.15290618753573,0.334031053154786,-0.535774375534761,-1.19481212197427,1.0355761718259,1.18552425718608,-0.709960603977243,-0.184231530576624,0.675998143811582,0.788752627192975
291,0.25796151232951,0.00218874456995771,0.332768045297971,2.11519859370704,-0.599777262171346,0.644875176489982,0.410635330473764,-0.851974620545777,-0.675319832851509,-0.199454931273814,1.42722454349472
292,0.258075400327355,-1.71686342481982,0.333837675893697,-0.0787921152986553,2.36414356758597,-0.0185198009557288,-0.249386547361912,-0.0255032571609668,-0.854890209689949,0.355903262986838,-0.684149548981171
293,0.257922298744762,-0.941163949187472,-1.2325777140646,-0.193379539092916,0.395573926402663,0.0941825675253111,0.142812075685108,-0.19174675008785,-0.576824475186877,-0.390366900010311,-1.06350209294297
300,0.520860588314592,0.658143912829625,-0.540794502917616,1.36330919265382,-1.08436942004541,1.08162775095335,0.8718358757964,-0.703951424542406,-0.342294623326155,-0.865604564864389,1.31143181946131
301,0.520727011942708,-0.0667631131629989,-0.542381532612233,2.65679420946635,-0.605277135684585,0.847044550581056,0.460563543742103,-0.543647481846374,-0.478608702186792,-1.169459119953,1.22206767061307
302,0.52081751319793,-0.445057854997879,-0.544091219057906,0.758397593272363,-0.195149939974356,0.705958027280415,0.503910732885782,-0.748817045179234,-0.730798675269467,-0.474761932124049,0.636878278580159
303,0.520857107497082,-1.17112938491692,-0.540983841234477,0.473652269313089,0.855035797255309,0.425172849832037,0.218675525310727,0.026251935834705,-0.572246214407319,-0.341780003815303,-0.417047736233038
304,0.520698730300454,-1.54437336784535,-0.54097588027368,-0.729461559509623,1.72331485006611,0.205722371552437,-0.118610806540624,0.614932460751084,-0.478620201911967,-0.158164317521923,-1.16485553856739
305,0.520664792329751,-0.44811420557172,0.241215781007847,-0.81691358622052,-0.0798986460138825,0.694637269774252,0.574789424163862,-0.919787264145393,-0.834941436432167,0.0294008807718018,0.257433936443093
306,0.520579947402989,-1.81208354430245,0.243610581470097,-0.530135797858323,2.44803997739646,0.100446924568857,-0.280580070985045,0.845377636781826,-0.543474901993426,0.174518684756442,-0.903655433463933
309,1.07483791597362,1.315411145571,0.0567546491385434,-0.461253309192754,-1.16900786152695,1.80364096202877,1.75159418230473,-1.0284408697598,-0.431080088040943,0.00341072548271022,1.2988760559896
310,1.07460682232373,0.0615735376779384,0.0567683548810852,2.12929149006896,-0.562051792240704,1.45966707028517,1.07961528038483,-0.579412831553519,-0.459376580071479,-1.26465934817406,1.62098615430169
311,1.07456641220797,-0.662649209559785,0.0573533926409161,0.706042687247251,0.306807736977857,1.20335209689612,0.965966736498405,-0.306395754040595,-0.54825953764866,-0.836415534553347,0.772189203541915
312,1.07476927860338,-1.70054769780382,0.0548727716049723,0.119736775275113,2.43826395163357,0.709497882625054,0.412019475255149,0.436084267134915,-0.657352209362954,-0.659604446146496,-0.427919392572271
313,1.07467964755254,1.34151204751254,-0.181645909129213,-0.87012456021263,-1.12931297957258,1.88266436915295,1.7730236336054,-0.817544588156773,-0.231176372615956,0.302265115167421,1.0729760023794
314,1.07481969606947,-0.290229582450105,-0.177447650640637,-0.0807656624080686,-0.0782875008561242,1.44999523536603,1.33312840542413,-0.44131935394296,-0.485896465521472,-0.616672409919832,0.507312401590396
320,1.33678814286107,-1.36593848830988,-1.68112546609156,-0.0935445480725166,1.66791617475872,1.11128673294437,0.816314778631383,1.47155730710687,0.00172531863584094,-1.51786129267497,-1.16742625073828
323,1.51193352517751,-0.28395499810667,-0.356737424494128,0.00691180029607412,0.144140879016998,1.79577838326106,1.64539322018738,-0.450088585336154,-0.507412552284628,-1.05411716063782,0.884000608450062
